No.,Time,Source,Destination,Protocol,Length,Frame,Time delta from previous displayed frame,Info,,,,,,,,,,,Time 2,Time 1,Delay,delay 2,delay 1,jitter
1180,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1249956 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1181,7.527603,114.122.0.145,192.168.43.13,TLSv1.3,1422,â\234\223,0,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1182,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1252692 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1183,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1254060 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1184,7.527603,114.122.0.145,192.168.43.13,TCP,78,â\234\223,0,443  >  49990 [ACK] Seq=1255428 Ack=2190 Win=24256 Len=24 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1185,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1255452 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1186,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1256820 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1187,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1258188 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1188,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1259556 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1189,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1260924 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0,0,0
1190,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1262292 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527603,7.527603,0,0.000109,0,0.000109
1191,7.527603,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1263660 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.527712,7.527603,0.000109,0.000652,0.000109,0.000543
1192,7.527712,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000109,49990  >  443 [ACK] Seq=2190 Ack=1265028 Win=358656 Len=0,,,,,,,,,,,7.528364,7.527712,0.000652,0,0.000652,-0.000652
1193,7.528364,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.000652,443  >  49990 [ACK] Seq=1265028 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.528364,7.528364,0,0,0,0
1194,7.528364,114.122.0.145,192.168.43.13,TLSv1.3,1422,â\234\223,0,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,7.528364,7.528364,0,0,0,0
1195,7.528364,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1267764 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.528364,7.528364,0,6.1E-05,0,6.1E-05
1196,7.528364,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,"443  >  49990 [PSH, ACK] Seq=1269132 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU]",,,,,,,,,,,7.528425,7.528364,6.1E-05,0.004177,6.1E-05,0.004116
1197,7.528425,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000061,49990  >  443 [ACK] Seq=2190 Ack=1270500 Win=358656 Len=0,,,,,,,,,,,7.532602,7.528425,0.004177,0.001163,0.004177,-0.003014
1198,7.532602,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.004177,443  >  49990 [ACK] Seq=1270500 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.533765,7.532602,0.001163,0,0.001163,-0.001163
1199,7.533765,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.001163,443  >  49990 [ACK] Seq=1271868 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.533765,7.533765,0,0,0,0
1200,7.533765,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1273236 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.533765,7.533765,0,0,0,0
1201,7.533765,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1274604 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.533765,7.533765,0,0,0,0
1202,7.533765,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1275972 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.533765,7.533765,0,0,0,0
1203,7.533765,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1277340 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.533765,7.533765,0,8.2E-05,0,8.2E-05
1204,7.533765,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,"443  >  49990 [PSH, ACK] Seq=1278708 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU]",,,,,,,,,,,7.533847,7.533765,8.2E-05,0.008269,8.2E-05,0.008187
1205,7.533847,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000082,49990  >  443 [ACK] Seq=2190 Ack=1280076 Win=365568 Len=0,,,,,,,,,,,7.542116,7.533847,0.008269,6.1E-05,0.008269,-0.008208
1206,7.542116,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.008269,443  >  49990 [ACK] Seq=1280076 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.542177,7.542116,6.1E-05,0.000926,6.1E-05,0.000865
1207,7.542177,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000061,49990  >  443 [ACK] Seq=2190 Ack=1281444 Win=375296 Len=0,,,,,,,,,,,7.543103,7.542177,0.000926,0,0.000926,-0.000926
1208,7.543103,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.000926,443  >  49990 [ACK] Seq=1281444 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.543103,7.543103,0,0,0,0
1209,7.543103,114.122.0.145,192.168.43.13,TLSv1.3,1422,â\234\223,0,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,7.543103,7.543103,0,0,0,0
1210,7.543103,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1284180 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.543103,7.543103,0,0,0,0
1211,7.543103,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1285548 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.543103,7.543103,0,5.6E-05,0,5.6E-05
1212,7.543103,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1286916 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.543159,7.543103,5.6E-05,0.001216,5.6E-05,0.00116
1213,7.543159,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000056,49990  >  443 [ACK] Seq=2190 Ack=1288284 Win=382208 Len=0,,,,,,,,,,,7.544375,7.543159,0.001216,6.4E-05,0.001216,-0.001152
1214,7.544375,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.001216,443  >  49990 [ACK] Seq=1288284 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.544439,7.544375,6.4E-05,0.001462,6.4E-05,0.001398
1215,7.544439,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000064,49990  >  443 [ACK] Seq=2190 Ack=1289652 Win=380672 Len=0,,,,,,,,,,,7.545901,7.544439,0.001462,0,0.001462,-0.001462
1216,7.545901,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.001462,443  >  49990 [ACK] Seq=1289652 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.545901,7.545901,0,0,0,0
1217,7.545901,114.122.0.145,192.168.43.13,TCP,1350,â\234\223,0,443  >  49990 [ACK] Seq=1291020 Ack=2190 Win=24256 Len=1296 [TCP segment of a reassembled PDU],,,,,,,,,,,7.545901,7.545901,0,0,0,0
1218,7.545901,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1292316 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.545901,7.545901,0,0,0,0
1219,7.545901,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1293684 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.545901,7.545901,0,0,0,0
1220,7.545901,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1295052 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.545901,7.545901,0,0,0,0
1221,7.545901,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1296420 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.545901,7.545901,0,0,0,0
1222,7.545901,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1297788 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.545901,7.545901,0,7.5E-05,0,7.5E-05
1223,7.545901,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1299156 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.545976,7.545901,7.5E-05,0.001,7.5E-05,0.000925
1224,7.545976,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000075,49990  >  443 [ACK] Seq=2190 Ack=1300524 Win=382208 Len=0,,,,,,,,,,,7.546976,7.545976,0.001,0,0.001,-0.001
1225,7.546976,114.122.0.145,192.168.43.13,TLSv1.3,1422,â\234\223,0.001,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,7.546976,7.546976,0,0,0,0
1226,7.546976,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1301892 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.546976,7.546976,0,0,0,0
1227,7.546976,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1303260 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.546976,7.546976,0,0,0,0
1228,7.546976,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1304628 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.546976,7.546976,0,0,0,0
1229,7.546976,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1305996 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.546976,7.546976,0,5.3E-05,0,5.3E-05
1230,7.546976,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1307364 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.547029,7.546976,5.3E-05,0.006501,5.3E-05,0.006448
1231,7.547029,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000053,49990  >  443 [ACK] Seq=2190 Ack=1308732 Win=382208 Len=0,,,,,,,,,,,7.55353,7.547029,0.006501,0.0015,0.006501,-0.005001
1232,7.55353,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.006501,443  >  49990 [ACK] Seq=1308732 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.55503,7.55353,0.0015,0,0.0015,-0.0015
1233,7.55503,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.0015,443  >  49990 [ACK] Seq=1310100 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.55503,7.55503,0,0,0,0
1234,7.55503,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1311468 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.55503,7.55503,0,0,0,0
1235,7.55503,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1312836 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.55503,7.55503,0,0,0,0
1236,7.55503,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1314204 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.55503,7.55503,0,0,0,0
1237,7.55503,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1315572 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.55503,7.55503,0,0,0,0
1238,7.55503,114.122.0.145,192.168.43.13,TLSv1.3,1422,â\234\223,0,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,7.55503,7.55503,0,0,0,0
1239,7.55503,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1318308 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.55503,7.55503,0,8E-05,0,8E-05
1240,7.55503,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1319676 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.55511,7.55503,8E-05,0.000182,8E-05,0.000102
1241,7.55511,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.00008,49990  >  443 [ACK] Seq=2190 Ack=1321044 Win=390400 Len=0,,,,,,,,,,,7.555292,7.55511,0.000182,2.9E-05,0.000182,-0.000153
1242,7.555292,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.000182,"443  >  49990 [PSH, ACK] Seq=1321044 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU]",,,,,,,,,,,7.555321,7.555292,2.9E-05,0.005978,2.9E-05,0.005949
1243,7.555321,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000029,49990  >  443 [ACK] Seq=2190 Ack=1322412 Win=389120 Len=0,,,,,,,,,,,7.561299,7.555321,0.005978,0.001634,0.005978,-0.004344
1244,7.561299,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.005978,443  >  49990 [ACK] Seq=1322412 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.561299,0.001634,0,0.001634,-0.001634
1245,7.562933,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.001634,443  >  49990 [ACK] Seq=1323780 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.562933,0,0,0,0
1246,7.562933,114.122.0.145,192.168.43.13,TCP,78,â\234\223,0,443  >  49990 [ACK] Seq=1325148 Ack=2190 Win=24256 Len=24 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.562933,0,0,0,0
1247,7.562933,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1325172 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.562933,0,0,0,0
1248,7.562933,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1326540 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.562933,0,0,0,0
1249,7.562933,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1327908 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.562933,0,0,0,0
1250,7.562933,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1329276 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.562933,0,0,0,0
1251,7.562933,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1330644 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.562933,0,0,0,0
1252,7.562933,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1332012 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.562933,7.562933,0,0.000107,0,0.000107
1253,7.562933,114.122.0.145,192.168.43.13,TLSv1.3,1422,â\234\223,0,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,7.56304,7.562933,0.000107,0.002062,0.000107,0.001955
1254,7.56304,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000107,49990  >  443 [ACK] Seq=2190 Ack=1334748 Win=380672 Len=0,,,,,,,,,,,7.565102,7.56304,0.002062,0,0.002062,-0.002062
1255,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.002062,443  >  49990 [ACK] Seq=1334748 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1256,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1336116 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1257,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1337484 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1258,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1338852 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1259,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1340220 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1260,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1341588 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1261,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1342956 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1262,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1344324 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1263,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1345692 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1264,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1347060 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0,0,0
1265,7.565102,114.122.0.145,192.168.43.13,TLSv1.3,1422,â\234\223,0,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,7.565102,7.565102,0,0.000127,0,0.000127
1266,7.565102,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1349796 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.565229,7.565102,0.000127,0.00065,0.000127,0.000523
1267,7.565229,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000127,49990  >  443 [ACK] Seq=2190 Ack=1351164 Win=380672 Len=0,,,,,,,,,,,7.565879,7.565229,0.00065,0.000875,0.00065,0.000225
1268,7.565879,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.00065,443  >  49990 [ACK] Seq=1351164 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.566754,7.565879,0.000875,0,0.000875,-0.000875
1269,7.566754,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.000875,443  >  49990 [ACK] Seq=1352532 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.566754,7.566754,0,0,0,0
1270,7.566754,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1353900 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.566754,7.566754,0,0,0,0
1271,7.566754,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1355268 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.566754,7.566754,0,0,0,0
1272,7.566754,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1356636 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.566754,7.566754,0,5.5E-05,0,5.5E-05
1273,7.566754,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1358004 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.566809,7.566754,5.5E-05,0.003648,5.5E-05,0.003593
1274,7.566809,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000055,49990  >  443 [ACK] Seq=2190 Ack=1359372 Win=380672 Len=0,,,,,,,,,,,7.570457,7.566809,0.003648,0.00248,0.003648,-0.001168
1275,7.570457,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.003648,443  >  49990 [ACK] Seq=1359372 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.570457,0.00248,0,0.00248,-0.00248
1276,7.572937,114.122.0.145,192.168.43.13,TCP,1350,â\234\223,0.00248,443  >  49990 [ACK] Seq=1360740 Ack=2190 Win=24256 Len=1296 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1277,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1362036 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1278,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1363404 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1279,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1364772 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1280,7.572937,114.122.0.145,192.168.43.13,TLSv1.3,1422,â\234\223,0,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1281,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1367508 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1282,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1368876 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1283,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1370244 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1284,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1371612 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1285,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1372980 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1286,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1374348 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0,0,0
1287,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1375716 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.572937,7.572937,0,0.000111,0,0.000111
1288,7.572937,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1377084 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.573048,7.572937,0.000111,0.000413,0.000111,0.000302
1289,7.573048,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.000111,49990  >  443 [ACK] Seq=2190 Ack=1378452 Win=376576 Len=0,,,,,,,,,,,7.573461,7.573048,0.000413,0,0.000413,-0.000413
1290,7.573461,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0.000413,443  >  49990 [ACK] Seq=1378452 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.573461,7.573461,0,5E-05,0,5E-05
1291,7.573461,114.122.0.145,192.168.43.13,TCP,1422,â\234\223,0,443  >  49990 [ACK] Seq=1379820 Ack=2190 Win=24256 Len=1368 [TCP segment of a reassembled PDU],,,,,,,,,,,7.573511,7.573461,5E-05,0.001865,5E-05,0.001815
1292,7.573511,192.168.43.13,114.122.0.145,TCP,54,â\234\223,0.00005,49990  >  443 [ACK] Seq=2190 Ack=1381188 Win=376576 Len=0,,,,,,,,,,,7.575376,7.573511,0.001865,0,0.001865,-0.001865
